barcode	miRNA id	value
TCGA-06-0195-01B-01T-0230-07	ebv-miR-BART1-3p	5.75902494044718
TCGA-06-0195-01B-01T-0230-07	ebv-miR-BART1-5p	5.76805784951366
TCGA-06-0195-01B-01T-0230-07	ebv-miR-BART10	5.77339520809239
TCGA-06-0195-01B-01T-0230-07	ebv-miR-BART11-3p	5.96799603643866
TCGA-06-0195-01B-01T-0230-07	ebv-miR-BART11-5p	5.73341398952055
TCGA-06-0195-01B-01T-0230-07	ebv-miR-BART12	5.81561333220158
TCGA-06-0195-01B-01T-0230-07	ebv-miR-BART13	7.45702804532058
TCGA-06-0195-01B-01T-0230-07	ebv-miR-BART14-3p	5.78210453464713
TCGA-06-0195-01B-01T-0230-07	ebv-miR-BART14-5p	5.75421984800893
TCGA-06-0195-01B-01T-0230-07	ebv-miR-BART15	5.78435442296544
TCGA-06-0195-01B-01T-0230-07	ebv-miR-BART16	5.83074065740693
TCGA-06-0195-01B-01T-0230-07	ebv-miR-BART17-3p	5.76908724760238
TCGA-06-0195-01B-01T-0230-07	ebv-miR-BART17-5p	5.77209229421417
TCGA-06-0195-01B-01T-0230-07	ebv-miR-BART18	5.75305658556157
TCGA-06-0195-01B-01T-0230-07	ebv-miR-BART19	6.56909742525479
TCGA-06-0195-01B-01T-0230-07	ebv-miR-BART2	5.77313496487694
TCGA-06-0195-01B-01T-0230-07	ebv-miR-BART20-3p	5.87064631882356
TCGA-06-0195-01B-01T-0230-07	ebv-miR-BART20-5p	5.76124448523164
TCGA-06-0195-01B-01T-0230-07	ebv-miR-BART3-3p	5.78220644819332
TCGA-06-0195-01B-01T-0230-07	ebv-miR-BART3-5p	5.76841629447298
TCGA-06-0195-01B-01T-0230-07	ebv-miR-BART4	5.81359066936425
TCGA-06-0195-01B-01T-0230-07	ebv-miR-BART5	5.75109995973792
TCGA-06-0195-01B-01T-0230-07	ebv-miR-BART6-3p	5.73601043184793
TCGA-06-0195-01B-01T-0230-07	ebv-miR-BART6-5p	5.77409445765806
TCGA-06-0195-01B-01T-0230-07	ebv-miR-BART7	6.05450261164293
TCGA-06-0195-01B-01T-0230-07	ebv-miR-BART8-3p	5.84676271430137
TCGA-06-0195-01B-01T-0230-07	ebv-miR-BART8-5p	5.77127890952952
TCGA-06-0195-01B-01T-0230-07	ebv-miR-BART9	5.73348963939101
TCGA-06-0195-01B-01T-0230-07	ebv-miR-BHRF1-1	5.77967347432126
TCGA-06-0195-01B-01T-0230-07	ebv-miR-BHRF1-2	5.73208436180607
TCGA-06-0195-01B-01T-0230-07	ebv-miR-BHRF1-2*	5.7882785707728
TCGA-06-0195-01B-01T-0230-07	ebv-miR-BHRF1-3	5.74335648361266
TCGA-06-0195-01B-01T-0230-07	hcmv-miR-UL112	5.77937180043368
TCGA-06-0195-01B-01T-0230-07	hcmv-miR-UL148D	6.30024367094692
TCGA-06-0195-01B-01T-0230-07	hcmv-miR-UL22A	6.0184842891737
TCGA-06-0195-01B-01T-0230-07	hcmv-miR-UL22A*	5.76825918783518
TCGA-06-0195-01B-01T-0230-07	hcmv-miR-UL36	6.73496050898491
TCGA-06-0195-01B-01T-0230-07	hcmv-miR-UL70-3p	5.60908137130998
TCGA-06-0195-01B-01T-0230-07	hcmv-miR-UL70-5p	5.75043435712025
TCGA-06-0195-01B-01T-0230-07	hcmv-miR-US25-1	5.77007580093216
TCGA-06-0195-01B-01T-0230-07	hcmv-miR-US25-2-3p	5.74415799632422
TCGA-06-0195-01B-01T-0230-07	hcmv-miR-US25-2-5p	6.10236046991865
TCGA-06-0195-01B-01T-0230-07	hcmv-miR-US33	6.3756456646426
TCGA-06-0195-01B-01T-0230-07	hcmv-miR-US4	5.71193449929764
TCGA-06-0195-01B-01T-0230-07	hcmv-miR-US5-1	5.73608655051828
TCGA-06-0195-01B-01T-0230-07	hcmv-miR-US5-2	5.76388027077441
TCGA-06-0195-01B-01T-0230-07	hsa-let-7a	14.649738505154
TCGA-06-0195-01B-01T-0230-07	hsa-let-7b	13.092266252659
TCGA-06-0195-01B-01T-0230-07	hsa-let-7c	12.4756742651203
TCGA-06-0195-01B-01T-0230-07	hsa-let-7d	12.4118380817038
TCGA-06-0195-01B-01T-0230-07	hsa-let-7e	11.6661481078570
TCGA-06-0195-01B-01T-0230-07	hsa-let-7f	13.7486010336295
TCGA-06-0195-01B-01T-0230-07	hsa-let-7g	12.0538869295776
TCGA-06-0195-01B-01T-0230-07	hsa-let-7i	10.9514862734515
TCGA-06-0195-01B-01T-0230-07	hsa-miR-1	5.91428222229727
TCGA-06-0195-01B-01T-0230-07	hsa-miR-100	13.1476687432368
TCGA-06-0195-01B-01T-0230-07	hsa-miR-101	12.1499870021998
TCGA-06-0195-01B-01T-0230-07	hsa-miR-103	11.1985988522509
TCGA-06-0195-01B-01T-0230-07	hsa-miR-105	5.73990369754479
TCGA-06-0195-01B-01T-0230-07	hsa-miR-106a	9.38887250477728
TCGA-06-0195-01B-01T-0230-07	hsa-miR-106b	11.4507196026532
TCGA-06-0195-01B-01T-0230-07	hsa-miR-107	11.4890256237587
TCGA-06-0195-01B-01T-0230-07	hsa-miR-10a	8.64522506455879
TCGA-06-0195-01B-01T-0230-07	hsa-miR-10b	9.7544176794159
TCGA-06-0195-01B-01T-0230-07	hsa-miR-122a	5.7608807489438
TCGA-06-0195-01B-01T-0230-07	hsa-miR-124a	12.1292794342821
TCGA-06-0195-01B-01T-0230-07	hsa-miR-125a	10.2574965827808
TCGA-06-0195-01B-01T-0230-07	hsa-miR-125b	14.4451266134273
TCGA-06-0195-01B-01T-0230-07	hsa-miR-126	11.1683051193635
TCGA-06-0195-01B-01T-0230-07	hsa-miR-126*	6.80823409956259
TCGA-06-0195-01B-01T-0230-07	hsa-miR-127	8.58430664752146
TCGA-06-0195-01B-01T-0230-07	hsa-miR-128a	9.02121123202576
TCGA-06-0195-01B-01T-0230-07	hsa-miR-128b	9.57932367480017
TCGA-06-0195-01B-01T-0230-07	hsa-miR-129	7.36918194785125
TCGA-06-0195-01B-01T-0230-07	hsa-miR-130a	10.3293436762868
TCGA-06-0195-01B-01T-0230-07	hsa-miR-130b	9.140955750961
TCGA-06-0195-01B-01T-0230-07	hsa-miR-132	8.71010037770035
TCGA-06-0195-01B-01T-0230-07	hsa-miR-133a	6.19049742451829
TCGA-06-0195-01B-01T-0230-07	hsa-miR-133b	6.38023864568414
TCGA-06-0195-01B-01T-0230-07	hsa-miR-134	6.29437162553195
TCGA-06-0195-01B-01T-0230-07	hsa-miR-135a	7.56544893496534
TCGA-06-0195-01B-01T-0230-07	hsa-miR-135b	5.90809260191531
TCGA-06-0195-01B-01T-0230-07	hsa-miR-136	8.59727411939195
TCGA-06-0195-01B-01T-0230-07	hsa-miR-137	8.87854902286857
TCGA-06-0195-01B-01T-0230-07	hsa-miR-138	7.35305350996255
TCGA-06-0195-01B-01T-0230-07	hsa-miR-139	9.03446770260789
TCGA-06-0195-01B-01T-0230-07	hsa-miR-140	8.73605753780989
TCGA-06-0195-01B-01T-0230-07	hsa-miR-141	6.09552460840497
TCGA-06-0195-01B-01T-0230-07	hsa-miR-142-3p	10.1836645646208
TCGA-06-0195-01B-01T-0230-07	hsa-miR-142-5p	7.94105276274406
TCGA-06-0195-01B-01T-0230-07	hsa-miR-143	9.24871609028241
TCGA-06-0195-01B-01T-0230-07	hsa-miR-144	6.85335710424569
TCGA-06-0195-01B-01T-0230-07	hsa-miR-145	9.7940341997997
TCGA-06-0195-01B-01T-0230-07	hsa-miR-146a	7.45913421995316
TCGA-06-0195-01B-01T-0230-07	hsa-miR-146b	8.23434209177363
TCGA-06-0195-01B-01T-0230-07	hsa-miR-147	5.77146064258478
TCGA-06-0195-01B-01T-0230-07	hsa-miR-148a	8.0499890988763
TCGA-06-0195-01B-01T-0230-07	hsa-miR-148b	8.09235469432062
TCGA-06-0195-01B-01T-0230-07	hsa-miR-149	9.3129559234356
TCGA-06-0195-01B-01T-0230-07	hsa-miR-150	6.14211903625673
TCGA-06-0195-01B-01T-0230-07	hsa-miR-151	7.60336646925519
TCGA-06-0195-01B-01T-0230-07	hsa-miR-152	7.22425392467962
TCGA-06-0195-01B-01T-0230-07	hsa-miR-153	5.94061973446284
TCGA-06-0195-01B-01T-0230-07	hsa-miR-154	6.72313770959646
TCGA-06-0195-01B-01T-0230-07	hsa-miR-154*	6.8391388416269
TCGA-06-0195-01B-01T-0230-07	hsa-miR-155	7.6922890688928
TCGA-06-0195-01B-01T-0230-07	hsa-miR-15a	10.3260494157894
TCGA-06-0195-01B-01T-0230-07	hsa-miR-15b	11.7228956731125
TCGA-06-0195-01B-01T-0230-07	hsa-miR-16	11.7158167928883
TCGA-06-0195-01B-01T-0230-07	hsa-miR-17-3p	7.65792453855216
TCGA-06-0195-01B-01T-0230-07	hsa-miR-17-5p	9.04057962897858
TCGA-06-0195-01B-01T-0230-07	hsa-miR-181a	9.63388196151216
TCGA-06-0195-01B-01T-0230-07	hsa-miR-181a*	7.22903585317795
TCGA-06-0195-01B-01T-0230-07	hsa-miR-181b	9.2769729576992
TCGA-06-0195-01B-01T-0230-07	hsa-miR-181c	8.96088014918425
TCGA-06-0195-01B-01T-0230-07	hsa-miR-181d	8.98151826977166
TCGA-06-0195-01B-01T-0230-07	hsa-miR-182	6.36552903473585
TCGA-06-0195-01B-01T-0230-07	hsa-miR-182*	5.86183863825947
TCGA-06-0195-01B-01T-0230-07	hsa-miR-183	5.87522537389237
TCGA-06-0195-01B-01T-0230-07	hsa-miR-184	6.01596049959985
TCGA-06-0195-01B-01T-0230-07	hsa-miR-185	8.85698098290145
TCGA-06-0195-01B-01T-0230-07	hsa-miR-186	8.2316387563965
TCGA-06-0195-01B-01T-0230-07	hsa-miR-187	5.86533750192817
TCGA-06-0195-01B-01T-0230-07	hsa-miR-188	6.51741823531237
TCGA-06-0195-01B-01T-0230-07	hsa-miR-189	5.98601000196586
TCGA-06-0195-01B-01T-0230-07	hsa-miR-18a	7.43737900857462
TCGA-06-0195-01B-01T-0230-07	hsa-miR-18a*	5.89606265813696
TCGA-06-0195-01B-01T-0230-07	hsa-miR-18b	6.17357814129127
TCGA-06-0195-01B-01T-0230-07	hsa-miR-190	5.94441315078248
TCGA-06-0195-01B-01T-0230-07	hsa-miR-191	8.08095536262686
TCGA-06-0195-01B-01T-0230-07	hsa-miR-191*	5.72476290757898
TCGA-06-0195-01B-01T-0230-07	hsa-miR-192	7.48427306590632
TCGA-06-0195-01B-01T-0230-07	hsa-miR-193a	7.43015710075259
TCGA-06-0195-01B-01T-0230-07	hsa-miR-193b	9.74925349232799
TCGA-06-0195-01B-01T-0230-07	hsa-miR-194	6.8641759383135
TCGA-06-0195-01B-01T-0230-07	hsa-miR-195	12.4440774541882
TCGA-06-0195-01B-01T-0230-07	hsa-miR-196a	8.74136995926345
TCGA-06-0195-01B-01T-0230-07	hsa-miR-196b	6.48173589075665
TCGA-06-0195-01B-01T-0230-07	hsa-miR-197	7.26694196514065
TCGA-06-0195-01B-01T-0230-07	hsa-miR-198	6.19702208292525
TCGA-06-0195-01B-01T-0230-07	hsa-miR-199a	6.39282873941131
TCGA-06-0195-01B-01T-0230-07	hsa-miR-199a*	7.29922332905274
TCGA-06-0195-01B-01T-0230-07	hsa-miR-199b	6.14162537513142
TCGA-06-0195-01B-01T-0230-07	hsa-miR-19a	9.72843349154382
TCGA-06-0195-01B-01T-0230-07	hsa-miR-19b	10.7394895533687
TCGA-06-0195-01B-01T-0230-07	hsa-miR-200a	6.00893081454099
TCGA-06-0195-01B-01T-0230-07	hsa-miR-200a*	5.80927099531288
TCGA-06-0195-01B-01T-0230-07	hsa-miR-200b	6.13962778653356
TCGA-06-0195-01B-01T-0230-07	hsa-miR-200c	6.00230584119621
TCGA-06-0195-01B-01T-0230-07	hsa-miR-202	8.51454849233339
TCGA-06-0195-01B-01T-0230-07	hsa-miR-202*	5.74064425156620
TCGA-06-0195-01B-01T-0230-07	hsa-miR-203	5.93009765235536
TCGA-06-0195-01B-01T-0230-07	hsa-miR-204	8.01533715873812
TCGA-06-0195-01B-01T-0230-07	hsa-miR-205	5.93404141978798
TCGA-06-0195-01B-01T-0230-07	hsa-miR-206	5.79882181172232
TCGA-06-0195-01B-01T-0230-07	hsa-miR-208	5.66609546671353
