barcode	miRNA id	value
TCGA-02-0001-01C-01T-0179-07	ebv-miR-BART1-3p	5.85512603786836
TCGA-02-0001-01C-01T-0179-07	ebv-miR-BART1-5p	5.79942849754401
TCGA-02-0001-01C-01T-0179-07	ebv-miR-BART10	5.86205902757322
TCGA-02-0001-01C-01T-0179-07	ebv-miR-BART11-3p	5.60886012764146
TCGA-02-0001-01C-01T-0179-07	ebv-miR-BART11-5p	5.81295584455448
TCGA-02-0001-01C-01T-0179-07	ebv-miR-BART12	5.9322384157155
TCGA-02-0001-01C-01T-0179-07	ebv-miR-BART13	7.41790760607213
TCGA-02-0001-01C-01T-0179-07	ebv-miR-BART14-3p	5.76945427553235
TCGA-02-0001-01C-01T-0179-07	ebv-miR-BART14-5p	5.7891841278262
TCGA-02-0001-01C-01T-0179-07	ebv-miR-BART15	5.9467576763329
TCGA-02-0001-01C-01T-0179-07	ebv-miR-BART16	5.98832269978155
TCGA-02-0001-01C-01T-0179-07	ebv-miR-BART17-3p	5.56956003230407
TCGA-02-0001-01C-01T-0179-07	ebv-miR-BART17-5p	5.77123485409203
TCGA-02-0001-01C-01T-0179-07	ebv-miR-BART18	5.79658605230892
TCGA-02-0001-01C-01T-0179-07	ebv-miR-BART19	6.79215701480754
TCGA-02-0001-01C-01T-0179-07	ebv-miR-BART2	5.80569650283238
TCGA-02-0001-01C-01T-0179-07	ebv-miR-BART20-3p	5.69477615923597
TCGA-02-0001-01C-01T-0179-07	ebv-miR-BART20-5p	5.72503114528448
TCGA-02-0001-01C-01T-0179-07	ebv-miR-BART3-3p	5.75675620867818
TCGA-02-0001-01C-01T-0179-07	ebv-miR-BART3-5p	5.99167656320391
TCGA-02-0001-01C-01T-0179-07	ebv-miR-BART4	5.91831523198906
TCGA-02-0001-01C-01T-0179-07	ebv-miR-BART5	5.82897223602035
TCGA-02-0001-01C-01T-0179-07	ebv-miR-BART6-3p	5.75213064494947
TCGA-02-0001-01C-01T-0179-07	ebv-miR-BART6-5p	5.74092321516147
TCGA-02-0001-01C-01T-0179-07	ebv-miR-BART7	5.98084294612159
