barcode	gene symbol	value
TCGA-08-0623-11A-01R-0344-07	15E1.2	-1.2876
TCGA-08-0623-11A-01R-0344-07	2'-PDE	-0.226
TCGA-08-0623-11A-01R-0344-07	7A5	-3.344
TCGA-08-0623-11A-01R-0344-07	A1BG	0.566
TCGA-08-0623-11A-01R-0344-07	A2BP1	5.977375
TCGA-08-0623-11A-01R-0344-07	A2M	1.1934
TCGA-08-0623-11A-01R-0344-07	A2ML1	1.04233333333333
TCGA-08-0623-11A-01R-0344-07	A3GALT2	-0.6264
TCGA-08-0623-11A-01R-0344-07	A4GALT	0.51475
TCGA-08-0623-11A-01R-0344-07	A4GNT	0.431666666666667
TCGA-08-0623-11A-01R-0344-07	AAAS	-0.841
TCGA-08-0623-11A-01R-0344-07	AACS	0.3564
TCGA-08-0623-11A-01R-0344-07	AADAC	-1.3676
TCGA-08-0623-11A-01R-0344-07	AADACL1	2.3962
TCGA-08-0623-11A-01R-0344-07	AADACL2	0.0206
TCGA-08-0623-11A-01R-0344-07	AADACL3	0.724333333333333
TCGA-08-0623-11A-01R-0344-07	AADACL4	-0.839333333333333
TCGA-08-0623-11A-01R-0344-07	AADAT	0.3516
TCGA-08-0623-11A-01R-0344-07	AAK1	0.5974375
TCGA-08-0623-11A-01R-0344-07	AAMP	-1.3006
TCGA-08-0623-11A-01R-0344-07	AANAT	0.389666666666667
TCGA-08-0623-11A-01R-0344-07	AARS	-0.258125
TCGA-08-0623-11A-01R-0344-07	AARS2	0.26725
TCGA-08-0623-11A-01R-0344-07	AARSD1	0.000599999999999989
TCGA-08-0623-11A-01R-0344-07	AASDH	0.309727272727273
TCGA-08-0623-11A-01R-0344-07	AASDHPPT	0.620615384615385
TCGA-08-0623-11A-01R-0344-07	AASS	-0.7474
TCGA-08-0623-11A-01R-0344-07	AATF	-0.9017
TCGA-08-0623-11A-01R-0344-07	AATK	2.24223076923077
TCGA-08-0623-11A-01R-0344-07	ABAT	2.53561538461538
TCGA-08-0623-11A-01R-0344-07	ABBA-1	0.855533333333333
TCGA-08-0623-11A-01R-0344-07	ABCA1	-0.8415
TCGA-08-0623-11A-01R-0344-07	ABCA10	0.366
TCGA-08-0623-11A-01R-0344-07	ABCA11	0.120666666666667
TCGA-08-0623-11A-01R-0344-07	ABCA12	-3.4104
TCGA-08-0623-11A-01R-0344-07	ABCA13	-0.898727272727273
TCGA-08-0623-11A-01R-0344-07	ABCA2	0.916
TCGA-08-0623-11A-01R-0344-07	ABCA3	2.06836363636364
TCGA-08-0623-11A-01R-0344-07	ABCA4	-0.392222222222222
TCGA-08-0623-11A-01R-0344-07	ABCA5	1.183
TCGA-08-0623-11A-01R-0344-07	ABCA6	2.63507692307692
TCGA-08-0623-11A-01R-0344-07	ABCA7	-1.7638
TCGA-08-0623-11A-01R-0344-07	ABCA8	2.5536
TCGA-08-0623-11A-01R-0344-07	ABCA9	1.75846153846154
TCGA-08-0623-11A-01R-0344-07	ABCB1	1.55309090909091
TCGA-08-0623-11A-01R-0344-07	ABCB10	-0.928416666666667
TCGA-08-0623-11A-01R-0344-07	ABCB11	-0.268333333333333
TCGA-08-0623-11A-01R-0344-07	ABCB4	-0.7234
TCGA-08-0623-11A-01R-0344-07	ABCB5	1.12233333333333
TCGA-08-0623-11A-01R-0344-07	ABCB6	-0.161230769230769
TCGA-08-0623-11A-01R-0344-07	ABCB7	-1.6304
TCGA-08-0623-11A-01R-0344-07	ABCB8	-1.287
TCGA-08-0623-11A-01R-0344-07	ABCB9	0.206
TCGA-08-0623-11A-01R-0344-07	ABCC1	-2.78575
TCGA-08-0623-11A-01R-0344-07	ABCC10	-0.9046
TCGA-08-0623-11A-01R-0344-07	ABCC11	-0.037625
TCGA-08-0623-11A-01R-0344-07	ABCC12	3.3615
TCGA-08-0623-11A-01R-0344-07	ABCC13	0.507363636363636
TCGA-08-0623-11A-01R-0344-07	ABCC2	-4.10733333333333
TCGA-08-0623-11A-01R-0344-07	ABCC3	-3.044
TCGA-08-0623-11A-01R-0344-07	ABCC4	-1.7105
TCGA-08-0623-11A-01R-0344-07	ABCC5	0.205666666666667
TCGA-08-0623-11A-01R-0344-07	ABCC6	-1.07105555555556
TCGA-08-0623-11A-01R-0344-07	ABCC8	4.6258
TCGA-08-0623-11A-01R-0344-07	ABCC9	1.61645454545455
TCGA-08-0623-11A-01R-0344-07	ABCD1	-0.879
