barcode	gene symbol	value
TCGA-06-0678-11A-01R-0344-07	15E1.2	-0.9974
TCGA-06-0678-11A-01R-0344-07	2'-PDE	0.1717
TCGA-06-0678-11A-01R-0344-07	7A5	-2.15466666666667
TCGA-06-0678-11A-01R-0344-07	A1BG	0.203125
TCGA-06-0678-11A-01R-0344-07	A2BP1	4.950625
TCGA-06-0678-11A-01R-0344-07	A2M	1.0904
TCGA-06-0678-11A-01R-0344-07	A2ML1	0.592333333333333
TCGA-06-0678-11A-01R-0344-07	A3GALT2	-0.4646
TCGA-06-0678-11A-01R-0344-07	A4GALT	-0.833875
TCGA-06-0678-11A-01R-0344-07	A4GNT	0.441666666666667
TCGA-06-0678-11A-01R-0344-07	AAAS	-1.192
TCGA-06-0678-11A-01R-0344-07	AACS	0.4234
TCGA-06-0678-11A-01R-0344-07	AADAC	-0.3452
TCGA-06-0678-11A-01R-0344-07	AADACL1	1.492
TCGA-06-0678-11A-01R-0344-07	AADACL2	0.1082
TCGA-06-0678-11A-01R-0344-07	AADACL3	0.574
TCGA-06-0678-11A-01R-0344-07	AADACL4	-1.316
TCGA-06-0678-11A-01R-0344-07	AADAT	0.4406
TCGA-06-0678-11A-01R-0344-07	AAK1	0.751411764705882
TCGA-06-0678-11A-01R-0344-07	AAMP	-1.1426
TCGA-06-0678-11A-01R-0344-07	AANAT	0.288333333333333
TCGA-06-0678-11A-01R-0344-07	AARS	-0.215875
TCGA-06-0678-11A-01R-0344-07	AARS2	-0.0985
TCGA-06-0678-11A-01R-0344-07	AARSD1	0.4577
TCGA-06-0678-11A-01R-0344-07	AASDH	0.067
TCGA-06-0678-11A-01R-0344-07	AASDHPPT	0.416923076923077
TCGA-06-0678-11A-01R-0344-07	AASS	-0.5618
TCGA-06-0678-11A-01R-0344-07	AATF	-1.2495
TCGA-06-0678-11A-01R-0344-07	AATK	1.60415384615385
TCGA-06-0678-11A-01R-0344-07	ABAT	1.87730769230769
TCGA-06-0678-11A-01R-0344-07	ABBA-1	0.5782
TCGA-06-0678-11A-01R-0344-07	ABCA1	0.453375
TCGA-06-0678-11A-01R-0344-07	ABCA10	0.445333333333333
TCGA-06-0678-11A-01R-0344-07	ABCA11	0.785666666666667
TCGA-06-0678-11A-01R-0344-07	ABCA12	-2.201
TCGA-06-0678-11A-01R-0344-07	ABCA13	-0.372090909090909
TCGA-06-0678-11A-01R-0344-07	ABCA2	1.0884
TCGA-06-0678-11A-01R-0344-07	ABCA3	1.89263636363636
