barcode	gene symbol	value
TCGA-19-0957-01C-01R-0598-07	15E1.2	-1.9654
TCGA-19-0957-01C-01R-0598-07	2'-PDE	0.2688
TCGA-19-0957-01C-01R-0598-07	7A5	-1.84666666666667
TCGA-19-0957-01C-01R-0598-07	A1BG	1.020875
TCGA-19-0957-01C-01R-0598-07	A2BP1	3.188125
TCGA-19-0957-01C-01R-0598-07	A2M	3.1404
TCGA-19-0957-01C-01R-0598-07	A2ML1	-1.319
TCGA-19-0957-01C-01R-0598-07	A3GALT2	0.3722
TCGA-19-0957-01C-01R-0598-07	A4GALT	-0.4175
TCGA-19-0957-01C-01R-0598-07	A4GNT	0.328666666666667
TCGA-19-0957-01C-01R-0598-07	AAAS	-0.5476
TCGA-19-0957-01C-01R-0598-07	AACS	-0.7448
TCGA-19-0957-01C-01R-0598-07	AADAC	-2.3464
TCGA-19-0957-01C-01R-0598-07	AADACL1	-1.5768
TCGA-19-0957-01C-01R-0598-07	AADACL2	-0.9442
TCGA-19-0957-01C-01R-0598-07	AADACL3	0.475
TCGA-19-0957-01C-01R-0598-07	AADACL4	0.492333333333333
TCGA-19-0957-01C-01R-0598-07	AADAT	0.2994
TCGA-19-0957-01C-01R-0598-07	AAK1	0.253625
TCGA-19-0957-01C-01R-0598-07	AAMP	0.0524
TCGA-19-0957-01C-01R-0598-07	AANAT	0.692666666666667
TCGA-19-0957-01C-01R-0598-07	AARS	-0.12
TCGA-19-0957-01C-01R-0598-07	AARS2	-0.2745
TCGA-19-0957-01C-01R-0598-07	AARSD1	-0.4983
TCGA-19-0957-01C-01R-0598-07	AASDH	0.0481818181818182
TCGA-19-0957-01C-01R-0598-07	AASDHPPT	-0.0610769230769231
TCGA-19-0957-01C-01R-0598-07	AASS	1.4042
TCGA-19-0957-01C-01R-0598-07	AATF	0.1367
TCGA-19-0957-01C-01R-0598-07	AATK	1.94907692307692
TCGA-19-0957-01C-01R-0598-07	ABAT	2.981
TCGA-19-0957-01C-01R-0598-07	ABBA-1	0.386733333333333
TCGA-19-0957-01C-01R-0598-07	ABCA1	2.3165
TCGA-19-0957-01C-01R-0598-07	ABCA10	-0.185666666666667
TCGA-19-0957-01C-01R-0598-07	ABCA11	1.111
TCGA-19-0957-01C-01R-0598-07	ABCA12	-3.8004
