barcode	gene symbol	value
TCGA-06-0192-01B-01R-0340-07	15E1.2	-0.88
TCGA-06-0192-01B-01R-0340-07	2'-PDE	-0.2612
TCGA-06-0192-01B-01R-0340-07	7A5	-1.06333333333333
TCGA-06-0192-01B-01R-0340-07	A1BG	-0.2745
TCGA-06-0192-01B-01R-0340-07	A2BP1	0.4255
TCGA-06-0192-01B-01R-0340-07	A2M	3.525
TCGA-06-0192-01B-01R-0340-07	A2ML1	0.498333333333333
TCGA-06-0192-01B-01R-0340-07	A3GALT2	0.0876
TCGA-06-0192-01B-01R-0340-07	A4GALT	-0.698125
TCGA-06-0192-01B-01R-0340-07	A4GNT	0.363666666666667
TCGA-06-0192-01B-01R-0340-07	AAAS	-0.6494
TCGA-06-0192-01B-01R-0340-07	AACS	-1.4992
TCGA-06-0192-01B-01R-0340-07	AADAC	-0.052
TCGA-06-0192-01B-01R-0340-07	AADACL1	0.2792
TCGA-06-0192-01B-01R-0340-07	AADACL2	0.2118
TCGA-06-0192-01B-01R-0340-07	AADACL3	0.545666666666667
TCGA-06-0192-01B-01R-0340-07	AADACL4	-0.463
TCGA-06-0192-01B-01R-0340-07	AADAT	0.3848
TCGA-06-0192-01B-01R-0340-07	AAK1	0.306941176470588
TCGA-06-0192-01B-01R-0340-07	AAMP	-1.3308
TCGA-06-0192-01B-01R-0340-07	AANAT	0.320333333333333
TCGA-06-0192-01B-01R-0340-07	AARS	-1.216375
TCGA-06-0192-01B-01R-0340-07	AARS2	0.123375
TCGA-06-0192-01B-01R-0340-07	AARSD1	-1.2334
TCGA-06-0192-01B-01R-0340-07	AASDH	-0.266727272727273
TCGA-06-0192-01B-01R-0340-07	AASDHPPT	-0.987923076923077
TCGA-06-0192-01B-01R-0340-07	AASS	1.0076
TCGA-06-0192-01B-01R-0340-07	AATF	-1.0144
TCGA-06-0192-01B-01R-0340-07	AATK	0.087
TCGA-06-0192-01B-01R-0340-07	ABAT	0.309076923076923
TCGA-06-0192-01B-01R-0340-07	ABBA-1	0.437733333333333
TCGA-06-0192-01B-01R-0340-07	ABCA1	3.427625
TCGA-06-0192-01B-01R-0340-07	ABCA10	-0.156666666666667
TCGA-06-0192-01B-01R-0340-07	ABCA11	-0.104666666666667
