barcode	gene symbol	value
TCGA-81-5910-01A-11R-1700-07	15E1.2	-1.3414
TCGA-81-5910-01A-11R-1700-07	2'-PDE	0.0107
TCGA-81-5910-01A-11R-1700-07	7A5	-2.12933333333333
TCGA-81-5910-01A-11R-1700-07	A1BG	0.683
TCGA-81-5910-01A-11R-1700-07	A2BP1	-1.461875
TCGA-81-5910-01A-11R-1700-07	A2M	0.6784
TCGA-81-5910-01A-11R-1700-07	A2ML1	0.943
TCGA-81-5910-01A-11R-1700-07	A3GALT2	0.774
TCGA-81-5910-01A-11R-1700-07	A4GALT	-1.42675
TCGA-81-5910-01A-11R-1700-07	A4GNT	1.016
TCGA-81-5910-01A-11R-1700-07	AAAS	-0.9286
TCGA-81-5910-01A-11R-1700-07	AACS	-0.6358
TCGA-81-5910-01A-11R-1700-07	AADAC	-1.7556
TCGA-81-5910-01A-11R-1700-07	AADACL1	-0.2606
TCGA-81-5910-01A-11R-1700-07	AADACL2	-0.4836
TCGA-81-5910-01A-11R-1700-07	AADACL3	0.3
TCGA-81-5910-01A-11R-1700-07	AADACL4	-0.095
TCGA-81-5910-01A-11R-1700-07	AADAT	0.0245
TCGA-81-5910-01A-11R-1700-07	AAK1	0.423
TCGA-81-5910-01A-11R-1700-07	AAMP	-0.529
TCGA-81-5910-01A-11R-1700-07	AANAT	0.613666666666667
TCGA-81-5910-01A-11R-1700-07	AARS	-1.00225
TCGA-81-5910-01A-11R-1700-07	AARS2	-0.4375
TCGA-81-5910-01A-11R-1700-07	AARSD1	-0.5575
TCGA-81-5910-01A-11R-1700-07	AASDH	0.5147
TCGA-81-5910-01A-11R-1700-07	AASDHPPT	-1
TCGA-81-5910-01A-11R-1700-07	AASS	1.8606
TCGA-81-5910-01A-11R-1700-07	AATF	-0.4267
TCGA-81-5910-01A-11R-1700-07	AATK	-0.386076923076923
TCGA-81-5910-01A-11R-1700-07	ABAT	2.49846153846154
TCGA-81-5910-01A-11R-1700-07	ABBA-1	-0.1924
TCGA-81-5910-01A-11R-1700-07	ABCA1	2.7085
TCGA-81-5910-01A-11R-1700-07	ABCA10	-0.637666666666667
TCGA-81-5910-01A-11R-1700-07	ABCA11	0.441666666666667
TCGA-81-5910-01A-11R-1700-07	ABCA12	-4.3518
TCGA-81-5910-01A-11R-1700-07	ABCA13	-0.240272727272727
TCGA-81-5910-01A-11R-1700-07	ABCA2	0.046
TCGA-81-5910-01A-11R-1700-07	ABCA3	2.25990909090909
TCGA-81-5910-01A-11R-1700-07	ABCA4	-1.12022222222222
TCGA-81-5910-01A-11R-1700-07	ABCA5	-0.2861
TCGA-81-5910-01A-11R-1700-07	ABCA6	5.49069230769231
TCGA-81-5910-01A-11R-1700-07	ABCA7	-1.3464
TCGA-81-5910-01A-11R-1700-07	ABCA8	3.982
TCGA-81-5910-01A-11R-1700-07	ABCA9	2.90353846153846
TCGA-81-5910-01A-11R-1700-07	ABCB1	1.475
TCGA-81-5910-01A-11R-1700-07	ABCB10	-0.946416666666667
TCGA-81-5910-01A-11R-1700-07	ABCB11	-0.529
TCGA-81-5910-01A-11R-1700-07	ABCB4	1.6998
TCGA-81-5910-01A-11R-1700-07	ABCB5	-0.686
TCGA-81-5910-01A-11R-1700-07	ABCB6	0.264615384615385
TCGA-81-5910-01A-11R-1700-07	ABCB7	-0.3104
TCGA-81-5910-01A-11R-1700-07	ABCB8	-0.77775
TCGA-81-5910-01A-11R-1700-07	ABCB9	1.150375
TCGA-81-5910-01A-11R-1700-07	ABCC1	-2.027375
TCGA-81-5910-01A-11R-1700-07	ABCC10	-0.8548
TCGA-81-5910-01A-11R-1700-07	ABCC11	-0.64525
TCGA-81-5910-01A-11R-1700-07	ABCC12	0.439142857142857
TCGA-81-5910-01A-11R-1700-07	ABCC13	-0.8096
TCGA-81-5910-01A-11R-1700-07	ABCC2	-5.49066666666667
TCGA-81-5910-01A-11R-1700-07	ABCC3	1.556
TCGA-81-5910-01A-11R-1700-07	ABCC4	-1.4171875
TCGA-81-5910-01A-11R-1700-07	ABCC5	-0.315
TCGA-81-5910-01A-11R-1700-07	ABCC6	-1.456
TCGA-81-5910-01A-11R-1700-07	ABCC8	2.6
TCGA-81-5910-01A-11R-1700-07	ABCC9	1.90054545454545
TCGA-81-5910-01A-11R-1700-07	ABCD1	-0.603
TCGA-81-5910-01A-11R-1700-07	ABCD2	2.44483333333333
TCGA-81-5910-01A-11R-1700-07	ABCD3	0.698142857142857
TCGA-81-5910-01A-11R-1700-07	ABCD4	1.378
TCGA-81-5910-01A-11R-1700-07	ABCE1	-0.119
TCGA-81-5910-01A-11R-1700-07	ABCF1	-0.153461538461538
TCGA-81-5910-01A-11R-1700-07	ABCF2	-0.0784545454545455
TCGA-81-5910-01A-11R-1700-07	ABCF3	-0.164875
TCGA-81-5910-01A-11R-1700-07	ABCG1	-0.051
TCGA-81-5910-01A-11R-1700-07	ABCG2	-0.031
TCGA-81-5910-01A-11R-1700-07	ABCG4	-0.0165
TCGA-81-5910-01A-11R-1700-07	ABCG5	-5.1814
TCGA-81-5910-01A-11R-1700-07	ABCG8	-1.09666666666667
TCGA-81-5910-01A-11R-1700-07	ABHD1	0.3254
TCGA-81-5910-01A-11R-1700-07	ABHD10	0.41775
TCGA-81-5910-01A-11R-1700-07	ABHD11	-0.198384615384615
TCGA-81-5910-01A-11R-1700-07	ABHD12	0.0203076923076923
TCGA-81-5910-01A-11R-1700-07	ABHD12B	-2.956
TCGA-81-5910-01A-11R-1700-07	ABHD13	0.580692307692308
TCGA-81-5910-01A-11R-1700-07	ABHD14A	0.3362
TCGA-81-5910-01A-11R-1700-07	ABHD14B	-1.0642
TCGA-81-5910-01A-11R-1700-07	ABHD2	0.480428571428571
TCGA-81-5910-01A-11R-1700-07	ABHD3	-1.0432
TCGA-81-5910-01A-11R-1700-07	ABHD4	0.8808
TCGA-81-5910-01A-11R-1700-07	ABHD5	-0.773
TCGA-81-5910-01A-11R-1700-07	ABHD6	1.0302
TCGA-81-5910-01A-11R-1700-07	ABHD7	1.2666
TCGA-81-5910-01A-11R-1700-07	ABHD8	-0.13
TCGA-81-5910-01A-11R-1700-07	ABHD9	0.313666666666667
TCGA-81-5910-01A-11R-1700-07	ABI1	0.00724999999999999
TCGA-81-5910-01A-11R-1700-07	ABI2	0.85025
TCGA-81-5910-01A-11R-1700-07	ABI3	2.1766
TCGA-81-5910-01A-11R-1700-07	ABI3BP	0.497
TCGA-81-5910-01A-11R-1700-07	ABL1	-0.1154
TCGA-81-5910-01A-11R-1700-07	ABL2	0.486066666666667
TCGA-81-5910-01A-11R-1700-07	ABLIM1	0.169375
TCGA-81-5910-01A-11R-1700-07	ABLIM2	-0.0634
TCGA-81-5910-01A-11R-1700-07	ABLIM3	-2.17330769230769
TCGA-81-5910-01A-11R-1700-07	ABO	0.105714285714286
TCGA-81-5910-01A-11R-1700-07	ABP1	0.227545454545455
TCGA-81-5910-01A-11R-1700-07	ABR	1.089
TCGA-81-5910-01A-11R-1700-07	ABRA	0.2346
TCGA-81-5910-01A-11R-1700-07	ABT1	0.1494
TCGA-81-5910-01A-11R-1700-07	ABTB1	-0.011375
TCGA-81-5910-01A-11R-1700-07	ABTB2	-0.1276
TCGA-81-5910-01A-11R-1700-07	ACAA1	0.557846153846154
TCGA-81-5910-01A-11R-1700-07	ACAA2	-0.881454545454546
TCGA-81-5910-01A-11R-1700-07	ACACA	-0.8983125
TCGA-81-5910-01A-11R-1700-07	ACACB	-0.2674
TCGA-81-5910-01A-11R-1700-07	ACAD10	-0.90125
TCGA-81-5910-01A-11R-1700-07	ACAD11	1.116
TCGA-81-5910-01A-11R-1700-07	ACAD8	0.0806
TCGA-81-5910-01A-11R-1700-07	ACAD9	-0.00220000000000001
TCGA-81-5910-01A-11R-1700-07	ACADL	0.53925
TCGA-81-5910-01A-11R-1700-07	ACADM	-0.743272727272727
TCGA-81-5910-01A-11R-1700-07	ACADS	-1.01135714285714
TCGA-81-5910-01A-11R-1700-07	ACADSB	-1.31266666666667
TCGA-81-5910-01A-11R-1700-07	ACADVL	-1.135
TCGA-81-5910-01A-11R-1700-07	ACAN	1.3915
TCGA-81-5910-01A-11R-1700-07	ACAT1	-1.938
TCGA-81-5910-01A-11R-1700-07	ACBD3	0.239538461538461
TCGA-81-5910-01A-11R-1700-07	ACBD4	-0.735
TCGA-81-5910-01A-11R-1700-07	ACBD5	0.3854
TCGA-81-5910-01A-11R-1700-07	ACBD6	0.5294
TCGA-81-5910-01A-11R-1700-07	ACCN1	-0.201
TCGA-81-5910-01A-11R-1700-07	ACCN2	0.6002
TCGA-81-5910-01A-11R-1700-07	ACCN3	-1.08633333333333
TCGA-81-5910-01A-11R-1700-07	ACCN4	-0.144375
TCGA-81-5910-01A-11R-1700-07	ACCN5	0.207333333333333
TCGA-81-5910-01A-11R-1700-07	ACD	-0.789625
TCGA-81-5910-01A-11R-1700-07	ACE	0.6164
TCGA-81-5910-01A-11R-1700-07	ACE2	-1.0698
TCGA-81-5910-01A-11R-1700-07	ACF	-3.3158
TCGA-81-5910-01A-11R-1700-07	ACHE	1.163
TCGA-81-5910-01A-11R-1700-07	ACIN1	0.28775
TCGA-81-5910-01A-11R-1700-07	ACLY	0.0818181818181818
TCGA-81-5910-01A-11R-1700-07	ACMSD	-1.0726
TCGA-81-5910-01A-11R-1700-07	ACN9	-1.775
TCGA-81-5910-01A-11R-1700-07	ACO1	-2.08325
TCGA-81-5910-01A-11R-1700-07	ACOT11	-0.116789473684211
TCGA-81-5910-01A-11R-1700-07	ACOT12	1.3032
TCGA-81-5910-01A-11R-1700-07	ACOT2	0.155
TCGA-81-5910-01A-11R-1700-07	ACOT4	-1.3444
TCGA-81-5910-01A-11R-1700-07	ACOT6	0.404
TCGA-81-5910-01A-11R-1700-07	ACOT7	-1.03427272727273
TCGA-81-5910-01A-11R-1700-07	ACOT8	-0.0628
TCGA-81-5910-01A-11R-1700-07	ACOT9	-0.36975
TCGA-81-5910-01A-11R-1700-07	ACOX1	0.765428571428571
TCGA-81-5910-01A-11R-1700-07	ACOX2	2.60725
