barcode	gene symbol	value
TCGA-14-0866-01B-01R-0598-07	15E1.2	-0.8018
TCGA-14-0866-01B-01R-0598-07	2'-PDE	-0.1674
TCGA-14-0866-01B-01R-0598-07	7A5	-2.13766666666667
TCGA-14-0866-01B-01R-0598-07	A1BG	1.89175
TCGA-14-0866-01B-01R-0598-07	A2BP1	3.122625
TCGA-14-0866-01B-01R-0598-07	A2M	1.6278
TCGA-14-0866-01B-01R-0598-07	A2ML1	0.0706666666666667
TCGA-14-0866-01B-01R-0598-07	A3GALT2	0.5224
TCGA-14-0866-01B-01R-0598-07	A4GALT	-0.690625
TCGA-14-0866-01B-01R-0598-07	A4GNT	0.0446666666666667
TCGA-14-0866-01B-01R-0598-07	AAAS	-0.7698
TCGA-14-0866-01B-01R-0598-07	AACS	-1.1674
TCGA-14-0866-01B-01R-0598-07	AADAC	-0.8162
TCGA-14-0866-01B-01R-0598-07	AADACL1	-0.429
TCGA-14-0866-01B-01R-0598-07	AADACL2	-0.395
TCGA-14-0866-01B-01R-0598-07	AADACL3	0.536333333333333
TCGA-14-0866-01B-01R-0598-07	AADACL4	0.148
TCGA-14-0866-01B-01R-0598-07	AADAT	0.6423
TCGA-14-0866-01B-01R-0598-07	AAK1	0.382588235294118
TCGA-14-0866-01B-01R-0598-07	AAMP	-1.2056
TCGA-14-0866-01B-01R-0598-07	AANAT	0.622
TCGA-14-0866-01B-01R-0598-07	AARS	-1.198875
TCGA-14-0866-01B-01R-0598-07	AARS2	-0.360125
TCGA-14-0866-01B-01R-0598-07	AARSD1	-0.823
TCGA-14-0866-01B-01R-0598-07	AASDH	0.107545454545455
TCGA-14-0866-01B-01R-0598-07	AASDHPPT	-0.0566923076923077
TCGA-14-0866-01B-01R-0598-07	AASS	0.6032
TCGA-14-0866-01B-01R-0598-07	AATF	-0.7281
TCGA-14-0866-01B-01R-0598-07	AATK	0.477615384615385
TCGA-14-0866-01B-01R-0598-07	ABAT	2.27692307692308
TCGA-14-0866-01B-01R-0598-07	ABBA-1	0.7278
TCGA-14-0866-01B-01R-0598-07	ABCA1	1.1685
TCGA-14-0866-01B-01R-0598-07	ABCA10	-1.016
TCGA-14-0866-01B-01R-0598-07	ABCA11	1.18033333333333
TCGA-14-0866-01B-01R-0598-07	ABCA12	-3.936
TCGA-14-0866-01B-01R-0598-07	ABCA13	0.00699999999999999
TCGA-14-0866-01B-01R-0598-07	ABCA2	-0.7482
TCGA-14-0866-01B-01R-0598-07	ABCA3	1.98936363636364
TCGA-14-0866-01B-01R-0598-07	ABCA4	-0.564888888888889
TCGA-14-0866-01B-01R-0598-07	ABCA5	-0.9319
TCGA-14-0866-01B-01R-0598-07	ABCA6	1.32846153846154
TCGA-14-0866-01B-01R-0598-07	ABCA7	-2.0516
TCGA-14-0866-01B-01R-0598-07	ABCA8	1.7822
TCGA-14-0866-01B-01R-0598-07	ABCA9	0.897846153846154
TCGA-14-0866-01B-01R-0598-07	ABCB1	2.40672727272727
TCGA-14-0866-01B-01R-0598-07	ABCB10	-0.877166666666667
TCGA-14-0866-01B-01R-0598-07	ABCB11	0.391333333333333
TCGA-14-0866-01B-01R-0598-07	ABCB4	0.644
TCGA-14-0866-01B-01R-0598-07	ABCB5	0.243
TCGA-14-0866-01B-01R-0598-07	ABCB6	-0.516538461538462
TCGA-14-0866-01B-01R-0598-07	ABCB7	-0.1978
TCGA-14-0866-01B-01R-0598-07	ABCB8	-0.574625
TCGA-14-0866-01B-01R-0598-07	ABCB9	-0.069875
TCGA-14-0866-01B-01R-0598-07	ABCC1	-3.792
TCGA-14-0866-01B-01R-0598-07	ABCC10	-1.0152
TCGA-14-0866-01B-01R-0598-07	ABCC11	-0.456625
TCGA-14-0866-01B-01R-0598-07	ABCC12	0.273125
