barcode	gene symbol	value
TCGA-14-1456-01C-01R-0791-07	15E1.2	-1.306
TCGA-14-1456-01C-01R-0791-07	2'-PDE	-0.05065
TCGA-14-1456-01C-01R-0791-07	7A5	-2.03833333333333
TCGA-14-1456-01C-01R-0791-07	A1BG	0.823
TCGA-14-1456-01C-01R-0791-07	A2BP1	-0.1305
TCGA-14-1456-01C-01R-0791-07	A2M	1.7752
TCGA-14-1456-01C-01R-0791-07	A2ML1	1.32333333333333
TCGA-14-1456-01C-01R-0791-07	A3GALT2	-0.3148
TCGA-14-1456-01C-01R-0791-07	A4GALT	0.129625
TCGA-14-1456-01C-01R-0791-07	A4GNT	0.582666666666667
TCGA-14-1456-01C-01R-0791-07	AAAS	-0.8922
TCGA-14-1456-01C-01R-0791-07	AACS	-1.2256
TCGA-14-1456-01C-01R-0791-07	AADAC	-0.3312
TCGA-14-1456-01C-01R-0791-07	AADACL1	-1.1166
TCGA-14-1456-01C-01R-0791-07	AADACL2	0.116
TCGA-14-1456-01C-01R-0791-07	AADACL3	0.272666666666667
TCGA-14-1456-01C-01R-0791-07	AADACL4	0.174666666666667
TCGA-14-1456-01C-01R-0791-07	AADAT	0.3895
TCGA-14-1456-01C-01R-0791-07	AAK1	0.278823529411765
TCGA-14-1456-01C-01R-0791-07	AAMP	-0.7306
TCGA-14-1456-01C-01R-0791-07	AANAT	0.204666666666667
TCGA-14-1456-01C-01R-0791-07	AARS	-0.875625
TCGA-14-1456-01C-01R-0791-07	AARS2	-0.21025
TCGA-14-1456-01C-01R-0791-07	AARSD1	-0.9667
TCGA-14-1456-01C-01R-0791-07	AASDH	0.7549
TCGA-14-1456-01C-01R-0791-07	AASDHPPT	0.226615384615385
TCGA-14-1456-01C-01R-0791-07	AASS	0.6468
TCGA-14-1456-01C-01R-0791-07	AATF	-0.7828
TCGA-14-1456-01C-01R-0791-07	AATK	0.443846153846154
TCGA-14-1456-01C-01R-0791-07	ABAT	1.75746153846154
TCGA-14-1456-01C-01R-0791-07	ABBA-1	1.13006666666667
TCGA-14-1456-01C-01R-0791-07	ABCA1	2.126375
TCGA-14-1456-01C-01R-0791-07	ABCA10	0.0776666666666667
TCGA-14-1456-01C-01R-0791-07	ABCA11	-0.245666666666667
TCGA-14-1456-01C-01R-0791-07	ABCA12	-3.2586
TCGA-14-1456-01C-01R-0791-07	ABCA13	0.372181818181818
TCGA-14-1456-01C-01R-0791-07	ABCA2	-0.5356
TCGA-14-1456-01C-01R-0791-07	ABCA3	1.75918181818182
TCGA-14-1456-01C-01R-0791-07	ABCA4	-0.493888888888889
TCGA-14-1456-01C-01R-0791-07	ABCA5	-2.4319
TCGA-14-1456-01C-01R-0791-07	ABCA6	2.09692307692308
TCGA-14-1456-01C-01R-0791-07	ABCA7	-1.8544
TCGA-14-1456-01C-01R-0791-07	ABCA8	1.1338
TCGA-14-1456-01C-01R-0791-07	ABCA9	0.560615384615385
TCGA-14-1456-01C-01R-0791-07	ABCB1	2.26372727272727
TCGA-14-1456-01C-01R-0791-07	ABCB10	-1.00483333333333
TCGA-14-1456-01C-01R-0791-07	ABCB11	0.358333333333333
TCGA-14-1456-01C-01R-0791-07	ABCB4	0.1646
TCGA-14-1456-01C-01R-0791-07	ABCB5	-0.572333333333333
TCGA-14-1456-01C-01R-0791-07	ABCB6	-0.301153846153846
TCGA-14-1456-01C-01R-0791-07	ABCB7	-0.1802
TCGA-14-1456-01C-01R-0791-07	ABCB8	-0.603625
TCGA-14-1456-01C-01R-0791-07	ABCB9	-0.3205
TCGA-14-1456-01C-01R-0791-07	ABCC1	-2.894875
TCGA-14-1456-01C-01R-0791-07	ABCC10	-1.4084
TCGA-14-1456-01C-01R-0791-07	ABCC11	-0.48325
TCGA-14-1456-01C-01R-0791-07	ABCC12	0.10675
TCGA-14-1456-01C-01R-0791-07	ABCC13	0.6661
TCGA-14-1456-01C-01R-0791-07	ABCC2	-4.29711111111111
TCGA-14-1456-01C-01R-0791-07	ABCC3	-2.05663636363636
TCGA-14-1456-01C-01R-0791-07	ABCC4	-0.8003125
TCGA-14-1456-01C-01R-0791-07	ABCC5	-0.0852666666666667
TCGA-14-1456-01C-01R-0791-07	ABCC6	-1.14716666666667
TCGA-14-1456-01C-01R-0791-07	ABCC8	4.8032
TCGA-14-1456-01C-01R-0791-07	ABCC9	0.954363636363636
TCGA-14-1456-01C-01R-0791-07	ABCD1	-0.355333333333333
TCGA-14-1456-01C-01R-0791-07	ABCD2	0.526833333333333
TCGA-14-1456-01C-01R-0791-07	ABCD3	0.713
TCGA-14-1456-01C-01R-0791-07	ABCD4	0.757
TCGA-14-1456-01C-01R-0791-07	ABCE1	-0.0816
TCGA-14-1456-01C-01R-0791-07	ABCF1	-0.53
TCGA-14-1456-01C-01R-0791-07	ABCF2	-0.598454545454545
TCGA-14-1456-01C-01R-0791-07	ABCF3	-0.679125
TCGA-14-1456-01C-01R-0791-07	ABCG1	1.33366666666667
TCGA-14-1456-01C-01R-0791-07	ABCG2	2.8402
TCGA-14-1456-01C-01R-0791-07	ABCG4	-0.1325
TCGA-14-1456-01C-01R-0791-07	ABCG5	-3.0338
TCGA-14-1456-01C-01R-0791-07	ABCG8	-0.197666666666667
TCGA-14-1456-01C-01R-0791-07	ABHD1	0.3826
TCGA-14-1456-01C-01R-0791-07	ABHD10	0.479076923076923
TCGA-14-1456-01C-01R-0791-07	ABHD11	-1.09215384615385
TCGA-14-1456-01C-01R-0791-07	ABHD12	0.487538461538461
TCGA-14-1456-01C-01R-0791-07	ABHD12B	-1.4462
TCGA-14-1456-01C-01R-0791-07	ABHD13	0.639923076923077
TCGA-14-1456-01C-01R-0791-07	ABHD14A	1.114
TCGA-14-1456-01C-01R-0791-07	ABHD14B	-1.0866
TCGA-14-1456-01C-01R-0791-07	ABHD2	-0.516642857142857
TCGA-14-1456-01C-01R-0791-07	ABHD3	-0.7408
TCGA-14-1456-01C-01R-0791-07	ABHD4	1.04
TCGA-14-1456-01C-01R-0791-07	ABHD5	-0.8624
TCGA-14-1456-01C-01R-0791-07	ABHD6	2.3284
TCGA-14-1456-01C-01R-0791-07	ABHD7	0.694
TCGA-14-1456-01C-01R-0791-07	ABHD8	0.0228
TCGA-14-1456-01C-01R-0791-07	ABHD9	0.0816666666666667
TCGA-14-1456-01C-01R-0791-07	ABI1	0.73825
TCGA-14-1456-01C-01R-0791-07	ABI2	0.233375
TCGA-14-1456-01C-01R-0791-07	ABI3	3.0576
TCGA-14-1456-01C-01R-0791-07	ABI3BP	1.6
TCGA-14-1456-01C-01R-0791-07	ABL1	-0.35684
TCGA-14-1456-01C-01R-0791-07	ABL2	-0.0117333333333333
TCGA-14-1456-01C-01R-0791-07	ABLIM1	1.715
TCGA-14-1456-01C-01R-0791-07	ABLIM2	1.1224
TCGA-14-1456-01C-01R-0791-07	ABLIM3	1.14776923076923
TCGA-14-1456-01C-01R-0791-07	ABO	-0.06375
TCGA-14-1456-01C-01R-0791-07	ABP1	0.473727272727273
TCGA-14-1456-01C-01R-0791-07	ABR	1.0912
TCGA-14-1456-01C-01R-0791-07	ABRA	-0.0572
TCGA-14-1456-01C-01R-0791-07	ABT1	-0.1736
TCGA-14-1456-01C-01R-0791-07	ABTB1	-0.306375
TCGA-14-1456-01C-01R-0791-07	ABTB2	-0.8278
TCGA-14-1456-01C-01R-0791-07	ACAA1	0.529769230769231
