barcode	miRNA id	value
TCGA-14-1456-01B-01T-0792-07	ebv-miR-BART1-3p	5.70183915760646
TCGA-14-1456-01B-01T-0792-07	ebv-miR-BART1-5p	5.81731991374111
TCGA-14-1456-01B-01T-0792-07	ebv-miR-BART10	5.84501416237144
TCGA-14-1456-01B-01T-0792-07	ebv-miR-BART11-3p	6.11127990224379
TCGA-14-1456-01B-01T-0792-07	ebv-miR-BART11-5p	5.7005195754471
TCGA-14-1456-01B-01T-0792-07	ebv-miR-BART12	5.73698800674327
TCGA-14-1456-01B-01T-0792-07	ebv-miR-BART13	8.30101834792388
TCGA-14-1456-01B-01T-0792-07	ebv-miR-BART14-3p	5.94293326765738
TCGA-14-1456-01B-01T-0792-07	ebv-miR-BART14-5p	5.73965920522408
TCGA-14-1456-01B-01T-0792-07	ebv-miR-BART15	5.71797970854148
TCGA-14-1456-01B-01T-0792-07	ebv-miR-BART16	5.89550343327844
TCGA-14-1456-01B-01T-0792-07	ebv-miR-BART17-3p	5.80515248917837
TCGA-14-1456-01B-01T-0792-07	ebv-miR-BART17-5p	5.92776213603392
TCGA-14-1456-01B-01T-0792-07	ebv-miR-BART18	5.73382841423709
TCGA-14-1456-01B-01T-0792-07	ebv-miR-BART19	6.6721901328212
TCGA-14-1456-01B-01T-0792-07	ebv-miR-BART2	5.78674466166453
TCGA-14-1456-01B-01T-0792-07	ebv-miR-BART20-3p	5.72988818077521
TCGA-14-1456-01B-01T-0792-07	ebv-miR-BART20-5p	5.72832515719130
TCGA-14-1456-01B-01T-0792-07	ebv-miR-BART3-3p	5.78025824732058
TCGA-14-1456-01B-01T-0792-07	ebv-miR-BART3-5p	5.71909097755975
TCGA-14-1456-01B-01T-0792-07	ebv-miR-BART4	5.8399995240478
TCGA-14-1456-01B-01T-0792-07	ebv-miR-BART5	5.79341391908077
TCGA-14-1456-01B-01T-0792-07	ebv-miR-BART6-3p	5.7391132391926
TCGA-14-1456-01B-01T-0792-07	ebv-miR-BART6-5p	5.707058544196
TCGA-14-1456-01B-01T-0792-07	ebv-miR-BART7	6.65919073748974
TCGA-14-1456-01B-01T-0792-07	ebv-miR-BART8-3p	6.18193016895159
TCGA-14-1456-01B-01T-0792-07	ebv-miR-BART8-5p	5.71541001972316
TCGA-14-1456-01B-01T-0792-07	ebv-miR-BART9	5.81508080102833
TCGA-14-1456-01B-01T-0792-07	ebv-miR-BHRF1-1	6.05152580894819
TCGA-14-1456-01B-01T-0792-07	ebv-miR-BHRF1-2	5.77230420293142
TCGA-14-1456-01B-01T-0792-07	ebv-miR-BHRF1-2*	5.87208803984495
TCGA-14-1456-01B-01T-0792-07	ebv-miR-BHRF1-3	5.7351496502582
TCGA-14-1456-01B-01T-0792-07	hcmv-miR-UL112	5.87495559178886
TCGA-14-1456-01B-01T-0792-07	hcmv-miR-UL148D	5.9578171077311
TCGA-14-1456-01B-01T-0792-07	hcmv-miR-UL22A	5.94992191499956
TCGA-14-1456-01B-01T-0792-07	hcmv-miR-UL22A*	5.69710919107663
TCGA-14-1456-01B-01T-0792-07	hcmv-miR-UL36	6.68330973657729
TCGA-14-1456-01B-01T-0792-07	hcmv-miR-UL70-3p	9.53262716336536
TCGA-14-1456-01B-01T-0792-07	hcmv-miR-UL70-5p	5.70851135269268
TCGA-14-1456-01B-01T-0792-07	hcmv-miR-US25-1	6.09106154697434
TCGA-14-1456-01B-01T-0792-07	hcmv-miR-US25-2-3p	5.81356743199893
TCGA-14-1456-01B-01T-0792-07	hcmv-miR-US25-2-5p	6.1822586079577
TCGA-14-1456-01B-01T-0792-07	hcmv-miR-US33	6.77736789756666
TCGA-14-1456-01B-01T-0792-07	hcmv-miR-US4	7.9804640481967
TCGA-14-1456-01B-01T-0792-07	hcmv-miR-US5-1	6.04064755502152
TCGA-14-1456-01B-01T-0792-07	hcmv-miR-US5-2	5.68913185618394
TCGA-14-1456-01B-01T-0792-07	hsa-let-7a	14.4207336813481
TCGA-14-1456-01B-01T-0792-07	hsa-let-7b	15.3196942959448
TCGA-14-1456-01B-01T-0792-07	hsa-let-7c	13.7528507517791
TCGA-14-1456-01B-01T-0792-07	hsa-let-7d	11.8100383880566
TCGA-14-1456-01B-01T-0792-07	hsa-let-7e	11.9350638495403
TCGA-14-1456-01B-01T-0792-07	hsa-let-7f	12.629904721051
TCGA-14-1456-01B-01T-0792-07	hsa-let-7g	11.1091830275163
TCGA-14-1456-01B-01T-0792-07	hsa-let-7i	10.7256702175856
TCGA-14-1456-01B-01T-0792-07	hsa-miR-1	5.71590562847434
TCGA-14-1456-01B-01T-0792-07	hsa-miR-100	10.8709639629745
TCGA-14-1456-01B-01T-0792-07	hsa-miR-101	10.8368854518904
TCGA-14-1456-01B-01T-0792-07	hsa-miR-103	10.9452443630029
TCGA-14-1456-01B-01T-0792-07	hsa-miR-105	5.72894194900822
TCGA-14-1456-01B-01T-0792-07	hsa-miR-106a	10.2865861961428
TCGA-14-1456-01B-01T-0792-07	hsa-miR-106b	10.7037535371962
TCGA-14-1456-01B-01T-0792-07	hsa-miR-107	10.9232518068459
TCGA-14-1456-01B-01T-0792-07	hsa-miR-10a	6.04585374238607
TCGA-14-1456-01B-01T-0792-07	hsa-miR-10b	6.41293426827485
TCGA-14-1456-01B-01T-0792-07	hsa-miR-122a	5.76964933641094
TCGA-14-1456-01B-01T-0792-07	hsa-miR-124a	8.17806323917147
TCGA-14-1456-01B-01T-0792-07	hsa-miR-125a	10.9621859334461
TCGA-14-1456-01B-01T-0792-07	hsa-miR-125b	13.6111208738299
TCGA-14-1456-01B-01T-0792-07	hsa-miR-126	11.6283123504335
TCGA-14-1456-01B-01T-0792-07	hsa-miR-126*	6.66811946542177
TCGA-14-1456-01B-01T-0792-07	hsa-miR-127	7.40425314670469
TCGA-14-1456-01B-01T-0792-07	hsa-miR-128a	7.88965479901896
TCGA-14-1456-01B-01T-0792-07	hsa-miR-128b	8.55376321569497
TCGA-14-1456-01B-01T-0792-07	hsa-miR-129	6.06677175134094
TCGA-14-1456-01B-01T-0792-07	hsa-miR-130a	10.9418808234599
TCGA-14-1456-01B-01T-0792-07	hsa-miR-130b	8.00095820566253
TCGA-14-1456-01B-01T-0792-07	hsa-miR-132	7.0998118050822
TCGA-14-1456-01B-01T-0792-07	hsa-miR-133a	5.72279017936956
TCGA-14-1456-01B-01T-0792-07	hsa-miR-133b	5.72556878980223
TCGA-14-1456-01B-01T-0792-07	hsa-miR-134	6.86434573043223
TCGA-14-1456-01B-01T-0792-07	hsa-miR-135a	7.72366080516357
TCGA-14-1456-01B-01T-0792-07	hsa-miR-135b	5.71071067769345
TCGA-14-1456-01B-01T-0792-07	hsa-miR-136	6.6783113038514
TCGA-14-1456-01B-01T-0792-07	hsa-miR-137	5.312438655571
TCGA-14-1456-01B-01T-0792-07	hsa-miR-138	6.65580024622546
TCGA-14-1456-01B-01T-0792-07	hsa-miR-139	6.95178565112185
TCGA-14-1456-01B-01T-0792-07	hsa-miR-140	8.22373187354285
TCGA-14-1456-01B-01T-0792-07	hsa-miR-141	6.18294975022854
TCGA-14-1456-01B-01T-0792-07	hsa-miR-142-3p	8.65166246586415
TCGA-14-1456-01B-01T-0792-07	hsa-miR-142-5p	7.35704453288477
TCGA-14-1456-01B-01T-0792-07	hsa-miR-143	9.60831516161496
TCGA-14-1456-01B-01T-0792-07	hsa-miR-144	6.12128990011166
TCGA-14-1456-01B-01T-0792-07	hsa-miR-145	10.3117744019473
TCGA-14-1456-01B-01T-0792-07	hsa-miR-146a	7.07824946120336
TCGA-14-1456-01B-01T-0792-07	hsa-miR-146b	6.77077839506848
