barcode	miRNA id	value
TCGA-12-0820-01A-01T-0391-07	ebv-miR-BART1-3p	5.73246176045861
TCGA-12-0820-01A-01T-0391-07	ebv-miR-BART1-5p	5.76132660346646
TCGA-12-0820-01A-01T-0391-07	ebv-miR-BART10	5.81370034407371
TCGA-12-0820-01A-01T-0391-07	ebv-miR-BART11-3p	5.90248094073573
TCGA-12-0820-01A-01T-0391-07	ebv-miR-BART11-5p	5.74140669729698
TCGA-12-0820-01A-01T-0391-07	ebv-miR-BART12	5.80551135698708
TCGA-12-0820-01A-01T-0391-07	ebv-miR-BART13	7.94922211961482
TCGA-12-0820-01A-01T-0391-07	ebv-miR-BART14-3p	5.78945099036076
TCGA-12-0820-01A-01T-0391-07	ebv-miR-BART14-5p	5.77181628809044
TCGA-12-0820-01A-01T-0391-07	ebv-miR-BART15	5.7558099400669
TCGA-12-0820-01A-01T-0391-07	ebv-miR-BART16	5.87885282009148
TCGA-12-0820-01A-01T-0391-07	ebv-miR-BART17-3p	5.85490928753068
TCGA-12-0820-01A-01T-0391-07	ebv-miR-BART17-5p	5.82818118678693
TCGA-12-0820-01A-01T-0391-07	ebv-miR-BART18	5.72413933632628
TCGA-12-0820-01A-01T-0391-07	ebv-miR-BART19	6.31292201134824
TCGA-12-0820-01A-01T-0391-07	ebv-miR-BART2	5.84496990597798
TCGA-12-0820-01A-01T-0391-07	ebv-miR-BART20-3p	5.73815150909292
TCGA-12-0820-01A-01T-0391-07	ebv-miR-BART20-5p	5.74946397753213
TCGA-12-0820-01A-01T-0391-07	ebv-miR-BART3-3p	5.7193139155831
TCGA-12-0820-01A-01T-0391-07	ebv-miR-BART3-5p	5.76563999712831
TCGA-12-0820-01A-01T-0391-07	ebv-miR-BART4	5.85004048211736
TCGA-12-0820-01A-01T-0391-07	ebv-miR-BART5	5.79628338488316
TCGA-12-0820-01A-01T-0391-07	ebv-miR-BART6-3p	5.72627662943658
TCGA-12-0820-01A-01T-0391-07	ebv-miR-BART6-5p	5.75877873468913
TCGA-12-0820-01A-01T-0391-07	ebv-miR-BART7	6.31739773528219
TCGA-12-0820-01A-01T-0391-07	ebv-miR-BART8-3p	5.96935854670406
TCGA-12-0820-01A-01T-0391-07	ebv-miR-BART8-5p	5.73245853300166
TCGA-12-0820-01A-01T-0391-07	ebv-miR-BART9	5.79197029179182
TCGA-12-0820-01A-01T-0391-07	ebv-miR-BHRF1-1	5.90330221593483
TCGA-12-0820-01A-01T-0391-07	ebv-miR-BHRF1-2	5.72985088151537
TCGA-12-0820-01A-01T-0391-07	ebv-miR-BHRF1-2*	5.7629397086777
TCGA-12-0820-01A-01T-0391-07	ebv-miR-BHRF1-3	5.74539489016629
TCGA-12-0820-01A-01T-0391-07	hcmv-miR-UL112	5.79180601186372
TCGA-12-0820-01A-01T-0391-07	hcmv-miR-UL148D	6.03358073865424
TCGA-12-0820-01A-01T-0391-07	hcmv-miR-UL22A	5.8186668783341
TCGA-12-0820-01A-01T-0391-07	hcmv-miR-UL22A*	5.71856714945268
TCGA-12-0820-01A-01T-0391-07	hcmv-miR-UL36	6.2383701549997
TCGA-12-0820-01A-01T-0391-07	hcmv-miR-UL70-3p	7.69077875328599
TCGA-12-0820-01A-01T-0391-07	hcmv-miR-UL70-5p	5.70047399701661
TCGA-12-0820-01A-01T-0391-07	hcmv-miR-US25-1	6.00477836039358
TCGA-12-0820-01A-01T-0391-07	hcmv-miR-US25-2-3p	5.78261325533797
TCGA-12-0820-01A-01T-0391-07	hcmv-miR-US25-2-5p	5.89534383807457
TCGA-12-0820-01A-01T-0391-07	hcmv-miR-US33	6.29515694396608
TCGA-12-0820-01A-01T-0391-07	hcmv-miR-US4	6.87131862995999
TCGA-12-0820-01A-01T-0391-07	hcmv-miR-US5-1	5.88589968594852
TCGA-12-0820-01A-01T-0391-07	hcmv-miR-US5-2	5.72433445951815
TCGA-12-0820-01A-01T-0391-07	hsa-let-7a	14.2361476146448
TCGA-12-0820-01A-01T-0391-07	hsa-let-7b	14.0775038385663
TCGA-12-0820-01A-01T-0391-07	hsa-let-7c	12.4166881074149
TCGA-12-0820-01A-01T-0391-07	hsa-let-7d	11.5506000828494
TCGA-12-0820-01A-01T-0391-07	hsa-let-7e	12.1765543268320
TCGA-12-0820-01A-01T-0391-07	hsa-let-7f	12.6283197685008
TCGA-12-0820-01A-01T-0391-07	hsa-let-7g	11.3577722577880
TCGA-12-0820-01A-01T-0391-07	hsa-let-7i	10.7728534774345
TCGA-12-0820-01A-01T-0391-07	hsa-miR-1	5.83283586354606
TCGA-12-0820-01A-01T-0391-07	hsa-miR-100	10.2758660313563
TCGA-12-0820-01A-01T-0391-07	hsa-miR-101	10.2332441891737
TCGA-12-0820-01A-01T-0391-07	hsa-miR-103	10.9714171398633
TCGA-12-0820-01A-01T-0391-07	hsa-miR-105	5.76897283130781
TCGA-12-0820-01A-01T-0391-07	hsa-miR-106a	10.3608504569772
TCGA-12-0820-01A-01T-0391-07	hsa-miR-106b	11.5476341889491
TCGA-12-0820-01A-01T-0391-07	hsa-miR-107	11.3498552379602
TCGA-12-0820-01A-01T-0391-07	hsa-miR-10a	6.51296333985834
TCGA-12-0820-01A-01T-0391-07	hsa-miR-10b	9.30226060878167
TCGA-12-0820-01A-01T-0391-07	hsa-miR-122a	5.8115020113748
TCGA-12-0820-01A-01T-0391-07	hsa-miR-124a	11.6355572798838
TCGA-12-0820-01A-01T-0391-07	hsa-miR-125a	11.4397135478385
TCGA-12-0820-01A-01T-0391-07	hsa-miR-125b	13.2839431859495
TCGA-12-0820-01A-01T-0391-07	hsa-miR-126	12.5556794455096
TCGA-12-0820-01A-01T-0391-07	hsa-miR-126*	7.02416850545263
TCGA-12-0820-01A-01T-0391-07	hsa-miR-127	8.17072565348645
TCGA-12-0820-01A-01T-0391-07	hsa-miR-128a	7.01463161870196
TCGA-12-0820-01A-01T-0391-07	hsa-miR-128b	7.33022189251917
TCGA-12-0820-01A-01T-0391-07	hsa-miR-129	6.17017120885985
