barcode	gene symbol	value
TCGA-06-0132-01A-02R-0229-07	15E1.2	-1.1076
TCGA-06-0132-01A-02R-0229-07	2'-PDE	-0.0691
TCGA-06-0132-01A-02R-0229-07	7A5	-1.575
TCGA-06-0132-01A-02R-0229-07	A1BG	0.310375
TCGA-06-0132-01A-02R-0229-07	A2BP1	3.830625
TCGA-06-0132-01A-02R-0229-07	A2M	3.095
TCGA-06-0132-01A-02R-0229-07	A2ML1	0.444333333333333
TCGA-06-0132-01A-02R-0229-07	A3GALT2	0.1302
TCGA-06-0132-01A-02R-0229-07	A4GALT	-0.335
TCGA-06-0132-01A-02R-0229-07	A4GNT	0.352333333333333
TCGA-06-0132-01A-02R-0229-07	AAAS	-0.6312
TCGA-06-0132-01A-02R-0229-07	AACS	-0.486
TCGA-06-0132-01A-02R-0229-07	AADAC	-0.3836
TCGA-06-0132-01A-02R-0229-07	AADACL1	1.2174
TCGA-06-0132-01A-02R-0229-07	AADACL2	0.0126
TCGA-06-0132-01A-02R-0229-07	AADACL3	0.563
TCGA-06-0132-01A-02R-0229-07	AADACL4	-0.550666666666667
TCGA-06-0132-01A-02R-0229-07	AADAT	-0.0659
TCGA-06-0132-01A-02R-0229-07	AAK1	0.348529411764706
TCGA-06-0132-01A-02R-0229-07	AAMP	-0.4284
TCGA-06-0132-01A-02R-0229-07	AANAT	0.340333333333333
TCGA-06-0132-01A-02R-0229-07	AARS	-0.986625
TCGA-06-0132-01A-02R-0229-07	AARS2	-0.56125
TCGA-06-0132-01A-02R-0229-07	AARSD1	-0.9539
TCGA-06-0132-01A-02R-0229-07	AASDH	0.544636363636364
TCGA-06-0132-01A-02R-0229-07	AASDHPPT	0.377076923076923
TCGA-06-0132-01A-02R-0229-07	AASS	-0.0376
TCGA-06-0132-01A-02R-0229-07	AATF	-1.1057
TCGA-06-0132-01A-02R-0229-07	AATK	1.38015384615385
TCGA-06-0132-01A-02R-0229-07	ABAT	1.59846153846154
TCGA-06-0132-01A-02R-0229-07	ABBA-1	0.426733333333333
TCGA-06-0132-01A-02R-0229-07	ABCA1	2.018
TCGA-06-0132-01A-02R-0229-07	ABCA10	0.002
TCGA-06-0132-01A-02R-0229-07	ABCA11	-0.522666666666667
TCGA-06-0132-01A-02R-0229-07	ABCA12	-3.1182
TCGA-06-0132-01A-02R-0229-07	ABCA13	1.61545454545455
TCGA-06-0132-01A-02R-0229-07	ABCA2	1.2566
TCGA-06-0132-01A-02R-0229-07	ABCA3	1.24881818181818
TCGA-06-0132-01A-02R-0229-07	ABCA4	-0.495888888888889
TCGA-06-0132-01A-02R-0229-07	ABCA5	-0.2597
TCGA-06-0132-01A-02R-0229-07	ABCA6	1.76292307692308
TCGA-06-0132-01A-02R-0229-07	ABCA7	-1.695
TCGA-06-0132-01A-02R-0229-07	ABCA8	2.7012
