barcode	gene symbol	value
TCGA-02-0024-01B-01R-0179-07	15E1.2	-1.5302
TCGA-02-0024-01B-01R-0179-07	2'-PDE	0.1817
TCGA-02-0024-01B-01R-0179-07	7A5	-1.47633333333333
TCGA-02-0024-01B-01R-0179-07	A1BG	1.2
TCGA-02-0024-01B-01R-0179-07	A2BP1	2.445
TCGA-02-0024-01B-01R-0179-07	A2M	2.2232
TCGA-02-0024-01B-01R-0179-07	A2ML1	0.323
TCGA-02-0024-01B-01R-0179-07	A3GALT2	-0.0406
TCGA-02-0024-01B-01R-0179-07	A4GALT	0.35625
TCGA-02-0024-01B-01R-0179-07	A4GNT	0.197
TCGA-02-0024-01B-01R-0179-07	AAAS	0.9454
TCGA-02-0024-01B-01R-0179-07	AACS	-0.767
TCGA-02-0024-01B-01R-0179-07	AADAC	-0.4288
TCGA-02-0024-01B-01R-0179-07	AADACL1	-1.2512
TCGA-02-0024-01B-01R-0179-07	AADACL2	-0.1276
TCGA-02-0024-01B-01R-0179-07	AADACL3	0.198
TCGA-02-0024-01B-01R-0179-07	AADACL4	-0.617
TCGA-02-0024-01B-01R-0179-07	AADAT	0.2163
TCGA-02-0024-01B-01R-0179-07	AAK1	0.238058823529412
TCGA-02-0024-01B-01R-0179-07	AAMP	0.0836
TCGA-02-0024-01B-01R-0179-07	AANAT	0.0656666666666667
TCGA-02-0024-01B-01R-0179-07	AARS	-0.422875
TCGA-02-0024-01B-01R-0179-07	AARS2	-0.084625
TCGA-02-0024-01B-01R-0179-07	AARSD1	-0.2369
TCGA-02-0024-01B-01R-0179-07	AASDH	0.108636363636364
TCGA-02-0024-01B-01R-0179-07	AASDHPPT	0.104923076923077
TCGA-02-0024-01B-01R-0179-07	AASS	-1.0876
TCGA-02-0024-01B-01R-0179-07	AATF	0.5802
TCGA-02-0024-01B-01R-0179-07	AATK	1.03384615384615
TCGA-02-0024-01B-01R-0179-07	ABAT	2.27576923076923
TCGA-02-0024-01B-01R-0179-07	ABBA-1	0.643066666666667
TCGA-02-0024-01B-01R-0179-07	ABCA1	1.440875
TCGA-02-0024-01B-01R-0179-07	ABCA10	-0.0736666666666667
TCGA-02-0024-01B-01R-0179-07	ABCA11	0.222666666666667
TCGA-02-0024-01B-01R-0179-07	ABCA12	-3.284
TCGA-02-0024-01B-01R-0179-07	ABCA13	0.159181818181818
TCGA-02-0024-01B-01R-0179-07	ABCA2	0.8366
TCGA-02-0024-01B-01R-0179-07	ABCA3	1.398
TCGA-02-0024-01B-01R-0179-07	ABCA4	-0.698222222222222
TCGA-02-0024-01B-01R-0179-07	ABCA5	-0.722
TCGA-02-0024-01B-01R-0179-07	ABCA6	0.583923076923077
TCGA-02-0024-01B-01R-0179-07	ABCA7	-2.1222
TCGA-02-0024-01B-01R-0179-07	ABCA8	0.6004
TCGA-02-0024-01B-01R-0179-07	ABCA9	0.860076923076923
TCGA-02-0024-01B-01R-0179-07	ABCB1	0.197818181818182
TCGA-02-0024-01B-01R-0179-07	ABCB10	-1.25808333333333
TCGA-02-0024-01B-01R-0179-07	ABCB11	0.0133333333333333
TCGA-02-0024-01B-01R-0179-07	ABCB4	0.3628
TCGA-02-0024-01B-01R-0179-07	ABCB5	-0.0536666666666667
TCGA-02-0024-01B-01R-0179-07	ABCB6	-0.213076923076923
TCGA-02-0024-01B-01R-0179-07	ABCB7	-0.6398
